year,Tube,preservant,numfich,tube_id,date,month,village,method,position,compound_id,na1,na2,espece,stade,sexe,condit,initiale Nb of mosquitoes available ,Nb used for ELISA,num_elisa_corrected,available,sampled for Tristan,to_sample,parturit,Cluster,study
2015,"EPPENDORF 1,5ml",Silicagel,4,100,42199,07,SANHOUROU,CDC,INT,235,NA,20H-06H,GA,ADULTE,F,AJ,22,9,9,13,13,13,NA,12,
2015,"EPPENDORF 1,5ml",Silicagel,6,141,42263,09,BOULO-KOMARA,CDC,INT,196,NA,20H-06H,GA,ADULTE,F,AJ,134,46,46,88,13,13,NA,29,
2014,FALCON 14ml,Silicagel,5,223,41905,09,KANKOUNADENI,CDC,INT,13,,,An GA,ADULTE,F,AJ,19,6,6,13,13,13,NA,36,WP6
2014,FALCON 14ml,Silicagel,4,195,41901,09,BOLOMAKOTE,CDC,INT,214,,,An GA,ADULTE,F,AJ,22,7,7,15,15,15,NA,9,WP6
2015,"EPPENDORF 1,5ml",Silicagel,5,101,42201,07,SOBARA II,CDC,INT,311,NA,20H-06H,GA,ADULTE,F,AJ,26,10,10,16,16,16,NA,3,
2015,"EPPENDORF 1,5ml",Silicagel,5,123,42254,09,TIEFORA II,CDC,INT,834,NA,20H-06H,GA,ADULTE,F,AJ,21,5,5,16,16,16,NA,11,
2014,FALCON 14ml,Silicagel,3,113,41885,09,FRIGARA,CDC,INT,502,,,An GA,ADULTE,F,AJ,25,9,9,16,16,16,NA,20,WP6
2015,"EPPENDORF 1,5ml",Silicagel,4,91,42186,07,BAMAKO,CDC,INT,70,NA,20H-06H,GA,ADULTE,F,AJ,24,8,8,16,16,16,NA,20,
2014,FALCON 14ml,Silicagel,2,53,41850,07,KANKOUNADENI,CDC,INT,91,,,An GA,ADULTE,F,AJ,24,8,8,16,16,16,NA,36,WP6
2014,FALCON 14ml,Silicagel,3,106,41883,09,MOSSIBOUGOU,CDC,INT,294,,,An GA,ADULTE,F,AJ,26,9,9,17,17,17,NA,10,WP6
2015,"EPPENDORF 1,5ml",Silicagel,5,119,42254,09,DASSORPIRE,CDC,INT,932,NA,20H-06H,GA,ADULTE,F,AJ,23,6,6,17,17,17,NA,12,
2014,FALCON 14ml,Silicagel,4,171,41899,09,SISRANKA,CDC,INT,114,,,An GA,ADULTE,F,AJ,26,9,9,17,17,17,NA,29,WP6
2015,"EPPENDORF 1,5ml",Silicagel,5,116,42251,09,SOBARA III,CDC,INT,269,NA,20H-06H,GA,ADULTE,F,AJ,27,9,9,18,18,18,NA,3,
2014,FALCON 14ml,Silicagel,1,34,41894,09,LOMBO,CDC,INT,218,,,An GA,ADULTE,F,AJ,28,10,10,18,18,18,NA,18,WP6
2015,"EPPENDORF 1,5ml",Silicagel,6,126,42256,09,BOUSSANRA I,CDC,INT,4,NA,20H-06H,GA,ADULTE,F,AJ,31,13,13,18,18,18,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,6,126,42256,09,BOUSSANRA I,CDC,INT,4,NA,20H-06H,GA,ADULTE,F,AJ,31,13,13,18,18,18,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,5,107,42249,09,BAMAKO,CDC,INT,70,NA,20H-06H,GA,ADULTE,F,AJ,80,31,31,49,19,19,NA,20,
2014,FALCON 14ml,Silicagel,1,41,41894,09,DANDOUGOU,CDC,INT,46,,,An GA,ADULTE,F,AJ,41,14,14,27,20,20,NA,2,WP6
2014,FALCON 14ml,Silicagel,3,123,41889,09,SOBARA II,CDC,INT,291,,,An GA,ADULTE,F,AJ,45,12,12,33,20,20,NA,3,WP6
2015,"EPPENDORF 1,5ml",Silicagel,5,106,42249,09,YABLE I,CDC,INT,309,NA,20H-06H,GA,ADULTE,F,AJ,44,16,16,28,20,20,NA,4,
2014,FALCON 14ml,Silicagel,2,51,41845,07,KOFING,CDC,INT,408,,,An GA,ADULTE,F,AJ,98,33,33,65,20,20,NA,9,WP6
2014,FALCON 14ml,Silicagel,3,135,41890,09,SANHOUNOU,CDC,INT,235,,,An GA,ADULTE,F,AJ,32,11,11,21,20,20,NA,12,WP6
2015,"EPPENDORF 1,5ml",Silicagel,6,136,42258,09,LOMBO,CDC,INT,218,NA,20H-06H,GA,ADULTE,F,AJ,43,18,18,25,20,20,NA,18,
2014,FALCON 14ml,Silicagel,3,139,41891,09,BOUSSANRA I,CDC,INT,5,,,An GA,ADULTE,F,AJ,35,11,11,24,20,20,NA,26,WP6
2014,FALCON 14ml,Silicagel,5,209,41901,09,KOFLANDE,CDC,INT,90,,,An GA,ADULTE,F,AJ,62,21,21,41,20,20,NA,37,WP6
2014,FALCON 14ml,Silicagel,3,132,41890,09,TIEFORA II,CDC,INT,871,,,An GA,ADULTE,F,AJ,52,12,12,40,22,22,NA,11,WP6
2015,"EPPENDORF 1,5ml",Silicagel,6,131,42257,09,BOUNOUBA,CDC,INT,109,NA,20H-06H,GA,ADULTE,F,AJ,35,12,12,23,23,23,NA,39,
2014,FALCON 14ml,Silicagel,1,1,41820,06,KANGOUNABA I,CDC,INT,69,,,An GA,ADULTE,F,AJ,15,4,4,11,,11,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,4,41820,06,KANGOUNABA I,CDC,INT,36,,,An GA,ADULTE,F,AJ,7,3,3,4,,4,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,12,41820,06,KANGOUNABA I,CDC,INT,85,,,An GA,ADULTE,F,AJ,5,2,2,3,,3,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,11,41820,06,KANGOUNABA I,CDC,INT,79,,,An GA,ADULTE,F,AJ,5,2,2,3,,3,NA,1,WP6
2014,FALCON 14ml,Silicagel,1,10,41827,07,KANGOUNABA I,CDC,INT,36,,,An GA,ADULTE,F,AJ,35,11,11,24,,24,NA,1,WP6
2015,"EPPENDORF 1,5ml",Silicagel,30,747,42197,07,KANKOUNABA II,CDC,INT,69,NA,20H-06H,GA,ADULTE,F,GR,2,,,2,,2,NA,1,
2015,STERILIN 14ML,Silicagel,13,302,42310,11,KANKOUNABA II,CDC,INT,69,NA,20H-06H,GA,ADULTE,F,AJ,34,11,11,23,,23,NA,1,
2014,FALCON 14ml,Silicagel,1,2,41820,06,KIESSE (KEHINSA),CDC,INT,267,,,An GA,ADULTE,F,AJ,17,5,5,12,,12,NA,2,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,13,41820,06,DANDOUGOU,CDC,INT,40,,,An GA,ADULTE,F,AJ,1,1,1,0,,0,NA,2,WP6
2014,"EPPENDORF 1,5ml",Silicagel,10,121,41831,07,SOBARA III,CDC,INT,269,,,An GA,ADULTE,F,AJ,6,2,2,4,,4,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,25,41822,07,SOBARA III,CDC,INT,262,,,An GA,ADULTE,F,AJ,6,2,2,4,,4,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,10,118,41831,07,SOBARA II,CDC,INT,291,,,An GA,ADULTE,F,AJ,4,1,1,3,,3,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,10,115,41831,07,SOBARA I,CDC,INT,208,,,An GA,ADULTE,F,AJ,1,1,1,0,,0,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,28,41822,07,SOBARA III,CDC,INT,269,,,An GA,ADULTE,F,AJ,1,1,1,0,,0,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,23,41821,07,BOUNOUMBA,CDC,INT,323,,,An GA,ADULTE,F,AJ,2,1,1,1,,1,NA,3,WP6
2014,"EPPENDORF 1,5ml",Silicagel,8,21,41821,07,SOBARA II,CDC,INT,311,,,An GA,ADULTE,F,AJ,3,1,1,2,,2,NA,3,WP6
2015,"EPPENDORF 1,5ml",Silicagel,144,3584,42314,11,SOBARA III,CDC,INT,262,NA,20H-06H,GA,ADULTE,F,GO,3,,,3,,3,NA,3,
2015,"EPPENDORF 1,5ml",Silicagel,145,3602,42314,11,SOBARA II,CDC,INT,311,NA,20H-06H,GA,ADULTE,F,AJ,13,4,4,9,,9,NA,3,
2015,"EPPENDORF 1,5ml",Silicagel,144,3595,42314,11,SOBARA II,CDC,INT,291,NA,20H-06H,GA,ADULTE,F,AJ,8,2,2,6,,6,NA,3,
2015,"EPPENDORF 1,5ml",Silicagel,144,3582,42314,11,SOBARA I,CDC,INT,205,NA,20H-06H,GA,ADULTE,F,AJ,3,1,1,2,,2,NA,3,
2014,"EPPENDORF 1,5ml",Silicagel,9,95,41829,07,BAMAKO,CDC,INT,344,,,An GA,ADULTE,F,AJ,1,0,0,1,,1,NA,4,WP6
2014,FALCON 14ml,Silicagel,1,14,41829,07,YABLE I,CDC,INT,290,,,An GA,ADULTE,F,AJ,17,6,6,11,,11,NA,4,WP6
2014,"EPPENDORF 1,5ml",Silicagel,9,86,41829,07,YABLE I,CDC,INT,309,,,An GA,ADULTE,F,AJ,2,1,1,1,,1,NA,4,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1844,41948,11,KANGOUNABA II,CDC,INT,63,,,An GA,ADULTE,F,AJ,1,,,1,,1,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1843,41948,11,KANGOUNABA II,CDC,INT,69,,,An GA,ADULTE,F,AJ,7,,,7,,7,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1840,41948,11,KANGOUNABA I,CDC,INT,31,,,An GA,ADULTE,F,AJ,11,,,11,,11,NA,1,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1839,41948,11,KANGOUNABA I,CDC,INT,31,,,An GA,ADULTE,F,AJ,1,,,1,,1,NP,1,WP6
2015,"EPPENDORF 1,5ml",Silicagel,22,542,42186,07,YABLE I,CDC,INT,284,NA,20H-06H,GA,ADULTE,F,PG-GO,3,,,3,,3,NA,4,
2015,"EPPENDORF 1,5ml",Silicagel,22,541,42186,07,YABLE I,CDC,INT,284,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,P,4,
2014,"EPPENDORF 1,5ml",Silicagel,44,1833,41947,11,BAKARIDJAN II,CDC,INT,335,,,An GA,ADULTE,F,AJ,6,,,6,,6,NA,9,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1830,41947,11,BOLOMAKOTE,CDC,INT,224,,,An GA,ADULTE,F,AJ,3,,,3,,3,NA,9,WP6
2014,"EPPENDORF 1,5ml",Silicagel,44,1826,41947,11,KOFING,CDC,INT,408,,,An GA,ADULTE,F,AJ,12,,,12,,12,NA,9,WP6
2015,"EPPENDORF 1,5ml",Silicagel,39,970,42209,07,BAKARIDJAN II,CDC,INT,421,NA,20H-06H,GA,ADULTE,F,GO,1,,,1,,1,P,9,
2015,STERILIN 14ML,Silicagel,7,157,42257,09,BOLOMAKOTE,CDC,INT,224,NA,20H-06H,GA,ADULTE,F,AJ,15,7,7,8,,8,NA,9,
2014,FALCON 14ml,Silicagel,1,7,41827,07,MOSSIBOUGOU,CDC,INT,297,,,An GA,ADULTE,F,AJ,36,10,10,26,,26,NA,10,WP6
2014,FALCON 14ml,Silicagel,53,357,41948,11,NATIERA,CDC,INT,68,,,An GA,ADULTE,F,AJ,22,,,22,,22,NA,10,WP6
2015,"EPPENDORF 1,5ml",Silicagel,82,2036,42250,09,NATIERA,CDC,INT,18,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,NP,10,
2015,"EPPENDORF 1,5ml",Silicagel,142,3541,42310,11,MOSSIBOUGOU,CDC,INT,234,NA,20H-06H,GA,ADULTE,F,GR,2,,,2,,2,NA,10,
2015,"EPPENDORF 1,5ml",Silicagel,142,3540,42310,11,NATIERA,CDC,INT,77,NA,20H-06H,GA,ADULTE,F,PG,2,,,2,,2,NA,10,
2015,"EPPENDORF 1,5ml",Silicagel,142,3538,42310,11,NATIERA,CDC,INT,68,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,NP,10,
2015,"EPPENDORF 1,5ml",Silicagel,142,3530,42310,11,NATIERA,CDC,INT,18,NA,20H-06H,GA,ADULTE,F,PG-GO,3,,,3,,3,NA,10,
2015,STERILIN 14ML,Silicagel,13,305,42310,11,NATIERA,CDC,INT,18,NA,20H-06H,GA,ADULTE,F,AJ,19,7,7,12,,12,NA,10,
2014,FALCON 14ml,Silicagel,1,17,41834,07,TIEFORA II,CDC,INT,871,,,An GA,ADULTE,F,AJ,20,5,5,15,,15,NA,11,WP6
2014,"EPPENDORF 1,5ml",Silicagel,10,146,41834,07,TIEFORA II,CDC,INT,850,,,An GA,ADULTE,F,AJ,7,2,2,5,,5,NA,11,WP6
2014,FALCON 14ml,Silicagel,53,360,41953,11,PONT MAURICE,CDC,INT,683,,,An GA,ADULTE,F,AJ,22,,,22,,22,NA,11,WP6
2015,STERILIN 14ML,Silicagel,13,310,42317,11,PONT MAURICE,CDC,INT,683,NA,20H-06H,GA,ADULTE,F,AJ,24,8,8,16,,16,NA,11,
2015,"EPPENDORF 1,5ml",Silicagel,145,3612,42317,11,TIEFORA II,CDC,INT,848,NA,20H-06H,GA,ADULTE,F,AJ,6,2,2,4,,4,NA,11,
2014,FALCON 14ml,Silicagel,1,19,41834,07,SANHOUNOU,CDC,INT,235,,,An GA,ADULTE,F,AJ,18,5,5,13,,13,NA,12,WP6
2014,"EPPENDORF 1,5ml",Silicagel,11,159,41834,07,DASSORPIRE,CDC,INT,919,,,An GA,ADULTE,F,AJ,8,2,2,6,,6,NA,12,WP6
2014,"EPPENDORF 1,5ml",Silicagel,11,156,41834,07,DASSORPIRE,CDC,INT,990,,,An GA,ADULTE,F,AJ,5,2,2,3,,3,NA,12,WP6
2015,STERILIN 14ML,Silicagel,13,311,42317,11,DASSORPIRE,CDC,INT,990,NA,20H-06H,GA,ADULTE,F,AJ,25,8,8,17,,17,NA,12,
2015,"EPPENDORF 1,5ml",Silicagel,145,3618,42317,11,SANHOUNOU,CDC,INT,236,NA,20H-06H,GA,ADULTE,F,AJ,6,3,3,3,,3,NA,12,
2014,FALCON 14ml,Silicagel,1,15,41829,07,BAMAKO,CDC,INT,51,,,An GA,ADULTE,F,AJ,26,9,9,17,,17,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,9,93,41829,07,BAMAKO,CDC,INT,16,,,An GA,ADULTE,F,AJ,6,2,2,4,,4,NA,20,WP6
2014,FALCON 14ml,Silicagel,3,117,41885,09,BAMAKO,CDC,INT,34,,,An GA,ADULTE,F,AJ,17,6,6,11,,11,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,45,1863,41949,11,FRIGARA,CDC,INT,502,,,An GA,ADULTE,F,AJ,2,,,2,,2,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,45,1859,41949,11,BAMAKO,CDC,INT,59,,,An GA,ADULTE,F,AJ,4,,,4,,4,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,45,1858,41949,11,BAMAKO,CDC,INT,34,,,An GA,ADULTE,F,AJ,7,,,7,,7,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,45,1857,41949,11,BAMAKO,CDC,INT,16,,,An GA,ADULTE,F,AJ,1,,,1,,1,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,45,1856,41949,11,BAMAKO,CDC,INT,51,,,An GA,ADULTE,F,AJ,5,,,5,,5,NA,20,WP6
2014,"EPPENDORF 1,5ml",Silicagel,52,2015,41947,11,BAMAKO,CDC,INT,16,,,An GA,ADULTE,F,AJ,1,,,1,,1,NA,20,WP6
2015,"EPPENDORF 1,5ml",Silicagel,23,561,42186,07,BAMAKO,CDC,INT,70,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,P,20,
2015,"EPPENDORF 1,5ml",Silicagel,23,560,42186,07,BAMAKO,CDC,INT,70,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,P,20,
2015,"EPPENDORF 1,5ml",Silicagel,23,556,42186,07,BAMAKO,CDC,INT,34,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,NP,20,
2014,FALCON 14ml,Silicagel,1,21,41834,07,BOUSSANRA I,CDC,INT,12,,,An GA,ADULTE,F,AJ,29,10,10,19,,19,NA,26,WP6
2014,"EPPENDORF 1,5ml",Silicagel,11,184,41835,07,BOUSSANRA I,CDC,INT,5,,,An GA,ADULTE,F,AJ,1,1,1,0,,0,NA,26,WP6
2014,"EPPENDORF 1,5ml",Silicagel,11,178,41835,07,BOUSSANRA I,CDC,INT,4,,,An GA,ADULTE,F,AJ,1,1,1,0,,0,NA,26,WP6
2014,"EPPENDORF 1,5ml",Silicagel,11,175,41835,07,LOUBARA/GNIMINISSO,CDC,INT,65,,,An GA,ADULTE,F,AJ,5,1,1,4,,4,NA,26,WP6
2015,"EPPENDORF 1,5ml",Silicagel,25,619,42192,07,BOUSSANRA I,CDC,INT,12,NA,20H-06H,GA,ADULTE,F,GR,2,,,2,,2,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,618,42192,07,BOUSSANRA I,CDC,INT,12,NA,20H-06H,GA,ADULTE,F,GO,1,,,1,,1,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,617,42192,07,BOUSSANRA I,CDC,INT,12,NA,20H-06H,GA,ADULTE,F,GO,1,,,1,,1,P,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,613,42192,07,BOUSSANRA I,CDC,INT,5,NA,20H-06H,GA,ADULTE,F,PG,1,,,1,,1,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,611,42192,07,BOUSSANRA I,CDC,INT,4,NA,20H-06H,GA,ADULTE,F,GO,1,,,1,,1,NA,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,616,42192,07,BOUSSANRA I,CDC,INT,12,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,NP,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,615,42192,07,BOUSSANRA I,CDC,INT,12,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,P,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,614,42192,07,BOUSSANRA I,CDC,INT,5,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,P,26,
2015,"EPPENDORF 1,5ml",Silicagel,25,612,42192,07,BOUSSANRA I,CDC,INT,4,NA,20H-06H,GA,ADULTE,F,AJ,1,1,1,0,,0,NP,26,
2015,"EPPENDORF 1,5ml",Silicagel,38,930,42206,07,SISRANKA,CDC,INT,114,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,P,29,
2015,"EPPENDORF 1,5ml",Silicagel,38,927,42206,07,SISRANKA,CDC,INT,89,NA,20H-06H,GA,ADULTE,F,GO,1,,,1,,1,P,29,
2015,"EPPENDORF 1,5ml",Silicagel,38,926,42206,07,SISRANKA,CDC,INT,114,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,P,29,
2015,"EPPENDORF 1,5ml",Silicagel,37,924,42206,07,SISRANKA,CDC,INT,114,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,P,29,
2015,"EPPENDORF 1,5ml",Silicagel,26,633,42192,07,KANKOUNADENI,CDC,INT,130,NA,20H-06H,GA,ADULTE,F,PG-GO,2,,,2,,2,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,26,627,42192,07,KANKOUNADENI,CDC,INT,89,NA,20H-06H,GA,ADULTE,F,GO,2,,,2,,2,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,25,624,42192,07,KANKOUNADENI,CDC,INT,13,NA,20H-06H,GA,ADULTE,F,GR,1,,,1,,1,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2413,42258,09,KANKOUNADENI,CDC,INT,91,NA,20H-06H,GA,ADULTE,F,GO,2,,,2,,2,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2412,42258,09,KANKOUNADENI,CDC,INT,39,NA,20H-06H,GA,ADULTE,F,GO,3,,,3,,3,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2411,42258,09,KANKOUNADENI,CDC,INT,130,NA,20H-06H,GA,ADULTE,F,GR,1,,,1,,1,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2410,42258,09,KANKOUNADENI,CDC,INT,130,NA,20H-06H,GA,ADULTE,F,GO,5,,,5,,5,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2409,42258,09,KANKOUNADENI,CDC,INT,89,NA,20H-06H,GA,ADULTE,F,GO,2,,,2,,2,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2408,42258,09,KANKOUNADENI,CDC,INT,13,NA,20H-06H,GA,ADULTE,F,GR,3,,,3,,3,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,97,2407,42258,09,KANKOUNADENI,CDC,INT,13,NA,20H-06H,GA,ADULTE,F,GO,4,,,4,,4,NA,36,
2015,"EPPENDORF 1,5ml",Silicagel,96,2381,42258,09,KANKOUNADENI,CDC,INT,130,NA,20H-06H,GA,ADULTE,F,AJ,1,,,1,,1,P,36,