bamorder,sample_name,sample_metadata_id,collection_date,village,method,sample,species,conc_ng_ul,estimated_total_ng,well,cluster,lat,long,month,year,treated
713,G11_8,G11_8,06/11/2014,BAMAKO,CDC,1859-2,gambiae,3.2592,1629.6,G11,20,10.49796,-4.46115,11,2014,0
714,G1_1,G1_1,23/07/2014,SAKORA I,CDC,237-3,gambiae,1.39,696.8,G1,29,10.40929,-4.61967,7,2014,0
715,G1_3,G1_3,02/09/2015,YABLE I,CDC,106b-7,gambiae,1.8048,902.4,G1,4,10.31913,-4.38869,9,2015,1
716,G1_5,G1_5,01/09/2014,KANGOUNABA II,CDC,104a-7,gambiae,1.7372,868.6,G1,1,10.58465,-4.54745,9,2014,1
717,G1_8,G1_8,17/09/2014,SISRANKA,CDC,170-7,gambiae,2.028,1014,G1,29,10.40929,-4.61967,9,2014,0
718,G2_10,G2_10,10/09/2015,BOUNOUBA,CDC,131-15,gambiae,3.5432,1771.6,G2,39,10.26145,-4.36408,9,2015,1
719,G2_11,G2_11,01/07/2015,BAMAKO,CDC,017-2,gambiae,5.262,2631,G2,20,10.49796,-4.46115,7,2015,1
720,G2_13,G2_13,14/07/2015,TIEFORA II,CDC,027-3,gambiae,3.986,1993,G2,11,10.66015,-4.51636,7,2015,1
721,G2_1,G2_1,23/07/2014,SAKORA I,CDC,238-5,gambiae,1.3,648.4,G2,29,10.40929,-4.61967,7,2014,0
722,G2_2,G2_2,02/11/2015,KANKOUNABA II,CDC,302-15,gambiae,1,498,G2,1,10.58465,-4.54745,11,2015,1
723,G2_3,G2_3,02/09/2015,BAMAKO,CDC,107b-3,gambiae,1.8752,937.6,G2,20,10.49796,-4.46115,9,2015,1
724,G2_4,G2_4,04/09/2015,SOBARA III,CDC,114-15,gambiae,2.4224,1211.2,G2,3,10.25882,-4.41593,9,2015,1
725,G2_5,G2_5,01/09/2014,KANGOUNABA II,CDC,105-2,gambiae,1.3504,675.2,G2,1,10.58465,-4.54745,9,2014,1
726,G2_7,G2_7,09/09/2014,BOUSSANRA I,CDC,139a-15,gambiae,4.7736,2386.8,G2,26,10.50926,-4.57797,9,2014,0
727,G2_9,G2_9,05/11/2014,NATIERA,CDC,357-6,gambiae,5.194,2597,G2,10,10.69726,-4.44495,11,2014,1
728,G3_10,G3_10,10/09/2015,BOUNOUBA,CDC,131-23,gambiae,1.7464,873.2,G3,39,10.26145,-4.36408,9,2015,1
729,G3_12,G3_12,09/07/2015,BOUNOUBA,CDC,610-1,gambiae,4.7848,2392.4,G3,39,10.26145,-4.36408,7,2015,0
730,G3_13,G3_13,16/07/2015,SOBARA II,CDC,029-2,gambiae,10.6144,5307.2,G3,3,10.25882,-4.41593,7,2015,1
731,G3_14,G3_14,10/09/2015,BOLOMAKOTE,CDC,157-23,gambiae,4.1556,2077.8,G3,9,10.20378,-4.39405,9,2015,1
732,G3_1,G3_1,25/07/2014,KOFING,CDC,51a-2,gambiae,1.2,600.8,G3,9,10.20378,-4.39405,7,2014,1
733,G3_2,G3_2,02/11/2015,KANKOUNABA II,CDC,302-23,gambiae,1.77,884,G3,1,10.58465,-4.54745,11,2015,1
734,G3_4,G3_4,07/09/2015,DASSORPIRE,CDC,119-1,gambiae,1.7304,865.2,G3,12,10.67426,-4.59349,9,2015,1
735,G3_6,G3_6,07/09/2014,SOBARA II,CDC,123a-12,gambiae,1.86,931.4,G3,3,10.25882,-4.41593,9,2014,1
736,G3_8,G3_8,19/09/2014,BOLOMAKOTE,CDC,195-14,gambiae,3.25,1625,G3,9,10.20378,-4.39405,9,2014,1
737,G3_9,G3_9,05/11/2014,NATIERA,CDC,357-14,gambiae,4.3904,2195.2,G3,10,10.69726,-4.44495,11,2014,1
738,G4_11,G4_11,01/07/2015,BAMAKO,CDC,436-1,gambiae,1.7356,867.8,G4,20,10.49796,-4.46115,7,2015,1
739,G4_12,G4_12,12/07/2015,KANKOUNABA II,CDC,656-2,gambiae,7.9056,3952.8,G4,1,10.58465,-4.54745,7,2015,1
740,G4_14,G4_14,10/09/2015,BOLOMAKOTE,CDC,157-31,gambiae,3.2884,1644.2,G4,9,10.20378,-4.39405,9,2015,1
741,G4_1,G4_1,25/07/2014,KOFING,CDC,51a-10,gambiae,1.69,847.2,G4,9,10.20378,-4.39405,7,2014,1
742,G4_3,G4_3,02/09/2015,BAMAKO,CDC,107b-19,gambiae,1.6696,834.8,G4,20,10.49796,-4.46115,9,2015,1
743,G4_4,G4_4,07/09/2015,DASSORPIRE,CDC,119-9,gambiae,1.2448,622.4,G4,12,10.67426,-4.59349,9,2015,1
744,G4_5,G4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-11,gambiae,2.4496,1224.8,G4,10,10.69726,-4.44495,9,2014,1
745,G4_6,G4_6,07/09/2014,SOBARA II,CDC,123a-20,gambiae,2.28,1142,G4,3,10.25882,-4.41593,9,2014,1
746,G4_7,G4_7,11/09/2014,BOUNOUBA,CDC,28a-11,gambiae,1.2896,644.8,G4,39,10.26145,-4.36408,9,2014,0
747,G4_8,G4_8,19/09/2014,KOFLANDE,CDC,209-7,gambiae,4.216,2108,G4,37,10.23163,-4.4324,9,2014,0
748,G4_9,G4_9,06/11/2014,BAMAKO,CDC,1858-4,gambiae,1.8796,939.8,G4,20,10.49796,-4.46115,11,2014,0
749,G5_10,G5_10,11/09/2015,KIESSE(KEHINSA),CDC,134-10,gambiae,2.476,1238,G5,2,10.10211,-4.3382,9,2015,1
750,G5_12,G5_12,12/07/2015,KANKOUNABA II,CDC,024-7,gambiae,4.4448,2222.4,G5,1,10.58465,-4.54745,7,2015,1
751,G5_13,G5_13,16/07/2015,SOBARA I,CDC,777-1,gambiae,3.3404,1670.2,G5,3,10.25882,-4.41593,7,2015,1
752,G5_1,G5_1,25/07/2014,KOFING,CDC,51a-18,gambiae,1.53,764,G5,9,10.20378,-4.39405,7,2014,1
753,G5_3,G5_3,03/09/2015,KANGOUNABA I,CDC,109-1,gambiae,3.4728,1736.4,G5,1,10.58465,-4.54745,9,2015,1
754,G5_5,G5_5,01/09/2014,NATIERA,CDC,107a-2,gambiae,1.8812,940.6,G5,10,10.69726,-4.44495,9,2014,1
755,G5_6,G5_6,08/09/2014,TIEFORA II,CDC,132a-8,gambiae,1.74,867.6,G5,11,10.66015,-4.51636,9,2014,1
756,G5_7,G5_7,11/09/2014,BOUNOUBA,CDC,1019-7,gambiae,3.6032,1801.6,G5,39,10.26145,-4.36408,9,2014,0
757,G5_8,G5_8,19/09/2014,KOFLANDE,CDC,209-15,gambiae,6.0576,3028.8,G5,37,10.23163,-4.4324,9,2014,0
758,G5_9,G5_9,10/11/2014,PONT MAURICE,CDC,360-5,gambiae,3.3588,1679.4,G5,11,10.66015,-4.51636,11,2014,1
759,G6_10,G6_10,11/09/2015,LOMBO,CDC,136-5,gambiae,1.5144,757.2,G6,18,10.07051,-4.30001,9,2015,1
760,G6_11,G6_11,01/07/2015,YABLE I,CDC,542-1,gambiae,0.3964,198.2,G6,4,10.31913,-4.38869,7,2015,1
761,G6_12,G6_12,12/07/2015,MOSSIBOUGOU,CDC,667-2,gambiae,4.2616,2130.8,G6,10,10.69726,-4.44495,7,2015,1
762,G6_2,G6_2,09/11/2015,PONT MAURICE,CDC,310-5,gambiae,1.4,701.8,G6,11,10.66015,-4.51636,11,2015,1
763,G6_3,G6_3,03/09/2015,KANGOUNABA I,CDC,109-9,gambiae,2.616,1308,G6,1,10.58465,-4.54745,9,2015,1
764,G6_6,G6_6,08/09/2014,TIEFORA II,CDC,132a-16,gambiae,2.05,1026,G6,11,10.66015,-4.51636,9,2014,1
765,G6_8,G6_8,23/09/2014,KANKOUNADENI,CDC,223-2,gambiae,2.5456,1272.8,G6,36,10.48214,-4.61734,9,2014,0
766,G6_9,G6_9,10/11/2014,PONT MAURICE,CDC,360-13,gambiae,4.6068,2303.4,G6,11,10.66015,-4.51636,11,2014,1
767,G7_10,G7_10,11/09/2015,LOMBO,CDC,136-13,gambiae,0.74,370,G7,18,10.07051,-4.30001,9,2015,1
768,G7_11,G7_11,01/07/2015,BOUNOUMBA,CDC,428-5,gambiae,0.1484,74.2,G7,4,10.31913,-4.38869,7,2015,1
769,G7_12,G7_12,12/07/2015,NATIERA,CDC,657-4,gambiae,1.8664,933.2,G7,10,10.69726,-4.44495,7,2015,1
770,G7_13,G7_13,24/07/2015,BAKARIDJAN II,CDC,917-2,gambiae,2.7608,1380.4,G7,9,10.20378,-4.39405,7,2015,1
771,G7_1,G7_1,30/07/2014,KANKOUNADENI,CDC,53a-14,gambiae,1.43,715.6,G7,36,10.48214,-4.61734,7,2014,0
772,G7_3,G7_3,03/09/2015,KANGOUNABA I,CDC,111b-4,gambiae,2.2008,1100.4,G7,1,10.58465,-4.54745,9,2015,1
773,G7_5,G7_5,03/09/2014,BOUNOUMBA,CDC,112a-5,gambiae,4.4836,2241.8,G7,4,10.31913,-4.38869,9,2014,1
774,G7_6,G7_6,08/09/2014,SANHOUNOU,CDC,135-2,gambiae,2.26,1129.8,G7,12,10.67426,-4.59349,9,2014,1
775,G7_7,G7_7,12/09/2014,LOMBO,CDC,34-15,gambiae,3.1928,1596.4,G7,18,10.07051,-4.30001,9,2014,1
776,G7_8,G7_8,23/09/2014,KANKOUNADENI,CDC,223-10,gambiae,3.0884,1544.2,G7,36,10.48214,-4.61734,9,2014,0
777,G7_9,G7_9,10/09/2015,KOFING,CDC,128-3,gambiae,4.3344,2167.2,G7,9,10.20378,-4.39405,9,2015,1
778,G8_11,G8_11,07/07/2015,KANKOUNADENI,CDC,524-5,gambiae,4.1752,2087.6,G8,36,10.48214,-4.61734,7,2015,0
779,G8_12,G8_12,12/07/2015,MOSSIBOUGOU,CDC,666-4,gambiae,2.52,1260,G8,10,10.69726,-4.44495,7,2015,1
780,G8_13,G8_13,24/07/2015,BAKARIDJAN II,CDC,910-1,gambiae,3.858,1929,G8,9,10.20378,-4.39405,7,2015,1
781,G8_1,G8_1,14/08/2014,BOUNOUBA,CDC,485-1,gambiae,1.61,804.8,G8,39,10.26145,-4.36408,8,2014,0
782,G8_2,G8_2,09/11/2015,DASSORPIRE,CDC,311-2,gambiae,2.46,1228.6,G8,12,10.67426,-4.59349,11,2015,1
783,G8_6,G8_6,08/09/2014,SANHOUNOU,CDC,135-10,gambiae,1.89,945.6,G8,12,10.67426,-4.59349,9,2014,1
784,G8_7,G8_7,12/09/2014,LOMBO,CDC,37a-5,gambiae,4.5168,2258.4,G8,18,10.07051,-4.30001,9,2014,1
785,G8_9,G8_9,10/09/2015,KOFING,CDC,128-11,gambiae,4.0492,2024.6,G8,9,10.20378,-4.39405,9,2015,1
786,G9_11,G9_11,07/07/2015,KANKOUNADENI,CDC,522-4,gambiae,1.954,977,G9,36,10.48214,-4.61734,7,2015,0
787,G9_12,G9_12,14/07/2015,SANHOUROU,CDC,028-6,gambiae,2.6192,1309.6,G9,12,10.67426,-4.59349,7,2015,1
788,G9_13,G9_13,24/07/2015,KOFLANDE,CDC,923-1,gambiae,3.6396,1819.8,G9,37,10.23163,-4.4324,7,2015,0
789,G9_1,G9_1,15/08/2014,LOMBO,CDC,504-1,gambiae,1.9,948,G9,18,10.07051,-4.30001,8,2014,0
790,G9_2,G9_2,09/11/2015,DASSORPIRE,CDC,311-10,gambiae,1.4,699.6,G9,12,10.67426,-4.59349,11,2015,1
791,G9_3,G9_3,03/09/2015,NATIERA,CDC,113b-1,gambiae,3.6288,1814.4,G9,10,10.69726,-4.44495,9,2015,1
792,G9_4,G9_4,09/09/2015,BOUSSANRA I,CDC,126-9,gambiae,1.0184,509.2,G9,26,10.50926,-4.57797,9,2015,1
793,G9_5,G9_5,03/09/2014,FRIGARA,CDC,113a-9,gambiae,3.3776,1688.8,G9,20,10.49796,-4.46115,9,2014,0
794,G9_6,G9_6,08/09/2014,SANHOUNOU,CDC,135-18,gambiae,4.34,2169.2,G9,12,10.67426,-4.59349,9,2014,1
795,G9_7,G9_7,12/09/2014,DANDOUGOU,CDC,41a-3,gambiae,3.6176,1808.8,G9,2,10.10211,-4.3382,9,2014,1
796,G9_8,G9_8,04/11/2014,BAKARIDJAN II,CDC,1833-5,gambiae,2.5848,1292.4,G9,9,10.20378,-4.39405,11,2014,1
797,G9_9,G9_9,10/09/2015,KOFLANDE,CDC,129-6,gambiae,4.1884,2094.2,G9,37,10.23163,-4.4324,9,2015,1
798,H10_10,H10_10,16/09/2015,BOULO-KOMARA,CDC,141-9,gambiae,1.6032,801.6,H10,29,10.40929,-4.61967,9,2015,0
799,H10_11,H10_11,07/07/2015,BOUSSANRA I,CDC,020-9,gambiae,1.7204,860.2,H10,26,10.50926,-4.57797,7,2015,1
800,H10_1,H10_1,15/08/2014,LOMBO,CDC,514-5,gambiae,1.87,933.2,H10,18,10.07051,-4.30001,8,2014,0
801,H10_2,H10_2,09/11/2015,SANHOUNOU,CDC,3618-2,gambiae,0.4,202.2,H10,12,10.67426,-4.59349,11,2015,1
802,H10_3,H10_3,03/09/2015,NATIERA,CDC,113b-10,gambiae,1.6312,815.6,H10,10,10.69726,-4.44495,9,2015,1
803,H10_4,H10_4,09/09/2015,BOUSSANRA I,CDC,127-1,gambiae,1.3288,664.4,H10,26,10.50926,-4.57797,9,2015,1
804,H10_5,H10_5,03/09/2014,YABLE I,CDC,818-2,gambiae,1.222,611,H10,4,10.31913,-4.38869,9,2014,1
805,H10_7,H10_7,12/09/2014,DANDOUGOU,CDC,41a-12,gambiae,1.888,944,H10,2,10.10211,-4.3382,9,2014,1
806,H10_8,H10_8,04/11/2014,KOFING,CDC,1826-8,gambiae,4.0188,2009.4,H10,9,10.20378,-4.39405,11,2014,1
807,H11_11,H11_11,09/07/2015,BOUNOUBA,CDC,604-1,gambiae,4.2952,2147.6,H11,39,10.26145,-4.36408,7,2015,0
808,H11_12,H11_12,16/07/2015,SOBARA I,CDC,778-2,gambiae,2.3184,1159.2,H11,3,10.25882,-4.41593,7,2015,1
809,H1_11,H1_11,01/07/2015,BAMAKO,CDC,444-1,gambiae,3.3168,1658.4,H1,20,10.49796,-4.46115,7,2015,1
810,H1_12,H1_12,09/07/2015,BOUNOUBA,CDC,022-2,gambiae,3.572,1786,H1,39,10.26145,-4.36408,7,2015,0
811,H1_13,H1_13,14/07/2015,TIEFORA II,CDC,026-8,gambiae,6.6684,3334.2,H1,11,10.66015,-4.51636,7,2015,1
812,H11_7,H11_7,12/09/2014,DANDOUGOU,CDC,41a-20,gambiae,2.2872,1143.6,H11,2,10.10211,-4.3382,9,2014,1
813,H1_1,H1_1,23/07/2014,SAKORA I,CDC,237-4,gambiae,2.23,1116,H1,29,10.40929,-4.61967,7,2014,0
814,H1_2,H1_2,02/11/2015,KANKOUNABA II,CDC,302-8,gambiae,0.95,473.8,H1,1,10.58465,-4.54745,11,2015,1
815,H1_3,H1_3,02/09/2015,YABLE I,CDC,106b-8,gambiae,1.5,750,H1,4,10.31913,-4.38869,9,2015,1
816,H1_4,H1_4,04/09/2015,SOBARA III,CDC,114-8,gambiae,1.8912,945.6,H1,3,10.25882,-4.41593,9,2015,1
817,H1_5,H1_5,01/09/2014,KANGOUNABA II,CDC,104a-8,gambiae,2.0344,1017.2,H1,1,10.58465,-4.54745,9,2014,1
818,H1_7,H1_7,09/09/2014,BOUSSANRA I,CDC,139a-8,gambiae,1.2568,628.4,H1,26,10.50926,-4.57797,9,2014,0
819,H1_9,H1_9,05/11/2014,KANGOUNABA I,CDC,1840-8,gambiae,3.0628,1531.4,H1,9,10.20378,-4.39405,11,2014,1
820,H2_10,H2_10,10/09/2015,BOUNOUBA,CDC,131-16,gambiae,3.0564,1528.2,H2,39,10.26145,-4.36408,9,2015,1
821,H2_11,H2_11,01/07/2015,BAMAKO,CDC,017-3,gambiae,3.1348,1567.4,H2,20,10.49796,-4.46115,7,2015,1
822,H2_12,H2_12,09/07/2015,BOUNOUBA,CDC,580-1,gambiae,4.8344,2417.2,H2,39,10.26145,-4.36408,7,2015,0
823,H2_1,H2_1,23/07/2014,SISRANKA,CDC,241-1,gambiae,1.89,945.6,H2,29,10.40929,-4.61967,7,2014,0
824,H2_2,H2_2,02/11/2015,KANKOUNABA II,CDC,302-16,gambiae,1.92,959.2,H2,1,10.58465,-4.54745,11,2015,1
825,H2_3,H2_3,02/09/2015,BAMAKO,CDC,107b-4,gambiae,2.8872,1443.6,H2,20,10.49796,-4.46115,9,2015,1
826,H2_4,H2_4,04/09/2015,SOBARA III,CDC,114-16,gambiae,0.7936,396.8,H2,3,10.25882,-4.41593,9,2015,1
827,H2_5,H2_5,01/09/2014,KANGOUNABA II,CDC,105-3,gambiae,1.7084,854.2,H2,1,10.58465,-4.54745,9,2014,1
828,H2_7,H2_7,09/09/2014,BOUSSANRA I,CDC,139a-16,gambiae,0.3856,192.8,H2,26,10.50926,-4.57797,9,2014,0
829,H2_9,H2_9,05/11/2014,NATIERA,CDC,357-7,gambiae,4.7756,2387.8,H2,10,10.69726,-4.44495,11,2014,1
830,H3_10,H3_10,11/09/2015,DANDOUGOU,CDC,88-1,gambiae,2.5616,1280.8,H3,2,10.10211,-4.3382,9,2015,1
831,H3_12,H3_12,09/07/2015,BOUNOUBA,CDC,589-1,gambiae,5.5952,2797.6,H3,39,10.26145,-4.36408,7,2015,0
832,H3_1,H3_1,25/07/2014,KOFING,CDC,51a-3,gambiae,1.51,753.2,H3,9,10.20378,-4.39405,7,2014,1
833,H3_4,H3_4,07/09/2015,DASSORPIRE,CDC,119-2,gambiae,1.9152,957.6,H3,12,10.67426,-4.59349,9,2015,1
834,H3_5,H3_5,01/09/2014,MOSSIBOUGOU,CDC,106a-4,gambiae,1.3304,665.2,H3,10,10.69726,-4.44495,9,2014,1
835,H3_6,H3_6,07/09/2014,SOBARA II,CDC,123a-13,gambiae,1.84,919.4,H3,3,10.25882,-4.41593,9,2014,1
836,H3_7,H3_7,11/09/2014,BOUNOUBA,CDC,28a-4,gambiae,2.6704,1335.2,H3,39,10.26145,-4.36408,9,2014,0
837,H3_8,H3_8,19/09/2014,BOLOMAKOTE,CDC,195-15,gambiae,1.9208,960.4,H3,9,10.20378,-4.39405,9,2014,1
838,H3_9,H3_9,05/11/2014,NATIERA,CDC,357-15,gambiae,2.4036,1201.8,H3,10,10.69726,-4.44495,11,2014,1
839,H4_11,H4_11,01/07/2015,BAMAKO,CDC,436-2,gambiae,4.382,2191,H4,20,10.49796,-4.46115,7,2015,1
840,H4_12,H4_12,12/07/2015,KANKOUNABA II,CDC,656-3,gambiae,13.6488,6824.4,H4,1,10.58465,-4.54745,7,2015,1
841,H4_13,H4_13,16/07/2015,SOBARA II,CDC,029-11,gambiae,2.162,1081,H4,3,10.25882,-4.41593,7,2015,1
842,H4_1,H4_1,25/07/2014,KOFING,CDC,51a-11,gambiae,1.26,630.4,H4,9,10.20378,-4.39405,7,2014,1
843,H4_4,H4_4,07/09/2015,DASSORPIRE,CDC,119-10,gambiae,1.6056,802.8,H4,12,10.67426,-4.59349,9,2015,1
844,H4_5,H4_5,01/09/2014,MOSSIBOUGOU,CDC,106a-12,gambiae,1.3368,668.4,H4,10,10.69726,-4.44495,9,2014,1
845,H4_6,H4_6,08/09/2014,TIEFORA II,CDC,132a-1,gambiae,1.88,942,H4,11,10.66015,-4.51636,9,2014,1
846,H4_7,H4_7,11/09/2014,BOUNOUBA,CDC,28a-12,gambiae,2.0488,1024.4,H4,39,10.26145,-4.36408,9,2014,0
847,H4_8,H4_8,19/09/2014,KOFLANDE,CDC,209-8,gambiae,3.3976,1698.8,H4,37,10.23163,-4.4324,9,2014,0
848,H4_9,H4_9,06/11/2014,BAMAKO,CDC,1856-1,gambiae,1.8676,933.8,H4,20,10.49796,-4.46115,11,2014,0
849,H5_10,H5_10,11/09/2015,KIESSE(KEHINSA),CDC,134-11,gambiae,2.3896,1194.8,H5,2,10.10211,-4.3382,9,2015,1
850,H5_11,H5_11,01/07/2015,YABLE I,CDC,424-4,gambiae,2.968,1484,H5,4,10.31913,-4.38869,7,2015,1
851,H5_12,H5_12,12/07/2015,KANKOUNABA II,CDC,024-8,gambiae,7.0816,3540.8,H5,1,10.58465,-4.54745,7,2015,1
852,H5_1,H5_1,25/07/2014,KOFING,CDC,51a-19,gambiae,1.57,784.8,H5,9,10.20378,-4.39405,7,2014,1
853,H5_3,H5_3,03/09/2015,KANGOUNABA I,CDC,109-2,gambiae,2.672,1336,H5,1,10.58465,-4.54745,9,2015,1
854,H5_5,H5_5,01/09/2014,NATIERA,CDC,107a-3,gambiae,1.398,699,H5,10,10.69726,-4.44495,9,2014,1
855,H5_6,H5_6,08/09/2014,TIEFORA II,CDC,132a-9,gambiae,1.22,612.4,H5,11,10.66015,-4.51636,9,2014,1
856,H5_7,H5_7,11/09/2014,BOUNOUBA,CDC,1019-8,gambiae,1.6232,811.6,H5,39,10.26145,-4.36408,9,2014,0
857,H5_8,H5_8,19/09/2014,KOFLANDE,CDC,209-16,gambiae,4.0096,2004.8,H5,37,10.23163,-4.4324,9,2014,0
858,H5_9,H5_9,10/11/2014,PONT MAURICE,CDC,360-6,gambiae,2.118,1059,H5,11,10.66015,-4.51636,11,2014,1
859,H6_10,H6_10,11/09/2015,LOMBO,CDC,136-6,gambiae,2.4128,1206.4,H6,18,10.07051,-4.30001,9,2015,1
860,H6_12,H6_12,12/07/2015,MOSSIBOUGOU,CDC,667-3,gambiae,2.3912,1195.6,H6,10,10.69726,-4.44495,7,2015,1
861,H6_1,H6_1,30/07/2014,KANKOUNADENI,CDC,53a-7,gambiae,2.14,1068.4,H6,36,10.48214,-4.61734,7,2014,0
862,H6_2,H6_2,09/11/2015,PONT MAURICE,CDC,310-6,gambiae,1.31,654.8,H6,11,10.66015,-4.51636,11,2015,1
863,H6_3,H6_3,03/09/2015,KANGOUNABA I,CDC,109-10,gambiae,2.2176,1108.8,H6,1,10.58465,-4.54745,9,2015,1
864,H6_5,H6_5,03/09/2014,BOUNOUMBA,CDC,111a-5,gambiae,1.6676,833.8,H6,4,10.31913,-4.38869,9,2014,1
865,H6_6,H6_6,08/09/2014,TIEFORA II,CDC,132a-17,gambiae,0.48,239.6,H6,11,10.66015,-4.51636,9,2014,1
866,H6_7,H6_7,12/09/2014,LOMBO,CDC,34-8,gambiae,3.5448,1772.4,H6,18,10.07051,-4.30001,9,2014,1
867,H6_9,H6_9,10/11/2014,PONT MAURICE,CDC,360-14,gambiae,2.9628,1481.4,H6,11,10.66015,-4.51636,11,2014,1
868,H7_10,H7_10,11/09/2015,LOMBO,CDC,136-14,gambiae,0.732,366,H7,18,10.07051,-4.30001,9,2015,1
869,H7_11,H7_11,01/07/2015,YABLE I,CDC,541-1,gambiae,1.9552,977.6,H7,4,10.31913,-4.38869,7,2015,1
870,H7_13,H7_13,24/07/2015,BAKARIDJAN II,CDC,917-3,gambiae,3.3032,1651.6,H7,9,10.20378,-4.39405,7,2015,1
871,H7_1,H7_1,30/07/2014,KANKOUNADENI,CDC,53a-15,gambiae,1.32,662,H7,36,10.48214,-4.61734,7,2014,0
872,H7_5,H7_5,03/09/2014,BOUNOUMBA,CDC,112a-6,gambiae,1.6648,832.4,H7,4,10.31913,-4.38869,9,2014,1
873,H7_6,H7_6,08/09/2014,SANHOUNOU,CDC,135-3,gambiae,1.98,987.8,H7,12,10.67426,-4.59349,9,2014,1
874,H7_8,H7_8,23/09/2014,KANKOUNADENI,CDC,223-11,gambiae,2.7456,1372.8,H7,36,10.48214,-4.61734,9,2014,0
875,H8_10,H8_10,16/09/2015,SISRANKA,CDC,139b-4,gambiae,2.274,1137,H8,29,10.40929,-4.61967,9,2015,0
876,H8_11,H8_11,07/07/2015,KANKOUNADENI,CDC,524-6,gambiae,4.18,2090,H8,36,10.48214,-4.61734,7,2015,0
877,H8_13,H8_13,24/07/2015,BOLOMAKOTE,CDC,924-1,gambiae,2.1752,1087.6,H8,37,10.23163,-4.4324,7,2015,0
878,H8_1,H8_1,14/08/2014,BOUNOUBA,CDC,487-1,gambiae,1.43,712.8,H8,39,10.26145,-4.36408,8,2014,0
879,H8_3,H8_3,03/09/2015,NATIERA,CDC,112b-2,gambiae,1.7152,857.6,H8,10,10.69726,-4.44495,9,2015,1
880,H8_4,H8_4,09/09/2015,BOUSSANRA I,CDC,126-2,gambiae,2.4184,1209.2,H8,26,10.50926,-4.57797,9,2015,1
881,H8_8,H8_8,23/09/2014,KANKOUNADENI,CDC,1227-2,gambiae,3.0988,1549.4,H8,36,10.48214,-4.61734,9,2014,0
882,H9_10,H9_10,16/09/2015,BOULO-KOMARA,CDC,141-1,gambiae,2.588,1294,H9,29,10.40929,-4.61967,9,2015,0
883,H9_11,H9_11,07/07/2015,BOUSSANRA I,CDC,020-1,gambiae,3.3968,1698.4,H9,26,10.50926,-4.57797,7,2015,1
884,H9_12,H9_12,14/07/2015,SANHOUROU,CDC,028-7,gambiae,1.9776,988.8,H9,12,10.67426,-4.59349,7,2015,1
885,H9_13,H9_13,24/07/2015,KOFLANDE,CDC,923-2,gambiae,1.4692,734.6,H9,37,10.23163,-4.4324,7,2015,0
886,H9_1,H9_1,15/08/2014,LOMBO,CDC,504-2,gambiae,1.58,788.4,H9,18,10.07051,-4.30001,8,2014,0
887,H9_2,H9_2,09/11/2015,DASSORPIRE,CDC,311-11,gambiae,1.94,970,H9,12,10.67426,-4.59349,11,2015,1
888,H9_3,H9_3,03/09/2015,NATIERA,CDC,113b-2,gambiae,3.1288,1564.4,H9,10,10.69726,-4.44495,9,2015,1
889,H9_4,H9_4,09/09/2015,BOUSSANRA I,CDC,126-10,gambiae,1.0664,533.2,H9,26,10.50926,-4.57797,9,2015,1
890,H9_5,H9_5,03/09/2014,FRIGARA,CDC,113a-10,gambiae,2.138,1069,H9,20,10.49796,-4.46115,9,2014,0
891,H9_6,H9_6,08/09/2014,SANHOUNOU,CDC,135-19,gambiae,2.39,1196.8,H9,12,10.67426,-4.59349,9,2014,1
892,H9_8,H9_8,04/11/2014,BOLOMAKOTE,CDC,1830-1,gambiae,2.5184,1259.2,H9,9,10.20378,-4.39405,11,2014,1
893,H9_9,H9_9,10/09/2015,KOFLANDE,CDC,129-7,gambiae,4.0084,2004.2,H9,37,10.23163,-4.4324,9,2015,1